date,day_idx,bsi_z,move_ma30,sofr,tranche_return,hyg_return,afrm_return,gate_bsi,gate_move,gate_ccd2,approved,trs_cash_carry,trs_financing_drag,trs_mtm_trs,trs_mtm_hedge,trs_transaction_costs,trs_daily_pnl,naive_cash_carry,naive_mtm,naive_tx_costs,naive_htb_fee,naive_daily_pnl
2024-06-24,43,-1.272068,93.3037,0.053100,-0.001034,-0.001034,0.128222,0,1,0,0,0.00021264,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00021264,0.00021264,-0.00000000,-0.00000000,-0.00000000,0.00021264
2024-06-25,44,-0.867293,92.9843,0.053300,0.000694,0.001294,-0.021662,0,1,0,0,0.00021348,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00021348,0.00021348,0.00000000,-0.00000000,-0.00000000,0.00021348
2024-06-26,45,-0.408272,93.1220,0.053400,-0.002496,-0.002196,-0.047316,0,1,0,0,0.00021393,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00021393,0.00021393,0.00000000,-0.00000000,-0.00000000,0.00021393
2024-06-27,46,-0.336860,93.2507,0.053400,0.001165,0.001165,-0.030245,0,1,0,0,0.00021397,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00021397,0.00021397,0.00000000,-0.00000000,-0.00000000,0.00021397
2024-06-28,47,-0.220411,93.5587,0.053300,-0.002157,-0.002457,-0.008207,0,1,0,0,0.00021362,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00021362,0.00021362,0.00000000,-0.00000000,-0.00000000,0.00021362
2024-07-01,48,-0.149462,94.1620,0.054000,-0.007545,-0.005445,-0.012579,0,1,0,0,0.00021647,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00021647,0.00021647,0.00000000,-0.00000000,-0.00000000,0.00021647
2024-07-02,49,0.306523,94.9010,0.053500,0.004237,0.002737,-0.015086,0,1,0,0,0.00021451,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00021451,0.00021451,0.00000000,-0.00000000,-0.00000000,0.00021451
2024-07-03,50,0.351640,95.5790,0.053300,0.004110,0.003510,-0.013615,0,1,0,0,0.00021375,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00021375,0.00021375,0.00000000,-0.00000000,-0.00000000,0.00021375
2024-07-04,51,0.351640,96.1350,0.053300,0.000000,0.000000,0.000000,0,1,0,0,0.00021380,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00021380,0.00021380,-0.00000000,-0.00000000,-0.00000000,0.00021380
2024-07-05,52,-0.060416,96.6420,0.053200,0.003279,0.002979,-0.014838,0,1,0,0,0.00021344,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00021344,0.00021344,0.00000000,-0.00000000,-0.00000000,0.00021344
2024-07-08,53,-0.452459,97.1217,0.053200,-0.000258,-0.000258,-0.014010,0,1,0,0,0.00021349,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00021349,0.00021349,0.00000000,-0.00000000,-0.00000000,0.00021349
2024-07-09,54,-0.458408,97.3200,0.053400,-0.001763,-0.001163,0.007460,0,1,0,0,0.00021434,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00021434,0.00021434,-0.00000000,-0.00000000,-0.00000000,0.00021434
2024-07-10,55,-0.457334,97.3040,0.053400,0.002328,0.002328,-0.006700,0,1,0,0,0.00021438,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00021438,0.00021438,0.00000000,-0.00000000,-0.00000000,0.00021438
2024-07-11,56,-0.862655,97.2567,0.053400,0.003613,0.003613,0.051118,0,1,0,0,0.00021443,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00021443,0.00021443,-0.00000000,-0.00000000,-0.00000000,0.00021443
2024-07-12,57,-0.843352,97.1117,0.053400,0.002571,0.002571,-0.002364,0,1,0,0,0.00021447,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00021447,0.00021447,0.00000000,-0.00000000,-0.00000000,0.00021447
2024-07-15,58,-1.144061,97.1310,0.053400,0.000128,0.000128,0.086662,0,1,0,0,0.00021452,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00021452,0.00021452,-0.00000000,-0.00000000,-0.00000000,0.00021452
2024-07-16,59,-0.754196,96.9230,0.053500,0.003547,0.003847,0.042368,0,1,0,0,0.00021496,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00021496,0.00021496,-0.00000000,-0.00000000,-0.00000000,0.00021496
2024-07-17,60,-0.689345,96.5420,0.053500,-0.001150,-0.001150,-0.035565,0,1,0,0,0.00021501,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00021501,0.00021501,0.00000000,-0.00000000,-0.00000000,0.00021501
