date,day_idx,bsi_z,move_ma30,sofr,tranche_return,hyg_return,afrm_return,gate_bsi,gate_move,gate_ccd2,approved,trs_cash_carry,trs_financing_drag,trs_mtm_trs,trs_mtm_hedge,trs_transaction_costs,trs_daily_pnl,naive_cash_carry,naive_mtm,naive_tx_costs,naive_htb_fee,naive_daily_pnl
2022-07-14,23,-0.466333,132.2910,0.015300,-0.001874,-0.001874,0.049543,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-07-15,24,-0.933237,133.3617,0.015400,0.012443,0.012743,0.056829,0,0,1,0,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-07-18,25,-1.066952,134.2093,0.015400,-0.009669,-0.009669,0.033825,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-07-19,26,-1.249284,134.9457,0.015400,0.013241,0.013241,0.091862,0,0,1,0,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-07-20,27,-1.353306,135.5327,0.015300,0.004656,0.004356,0.139839,0,0,1,0,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-07-21,28,-1.449261,136.0613,0.015300,0.011828,0.011828,0.002696,0,0,1,0,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-07-22,29,-1.299400,136.3770,0.015200,-0.000999,-0.001299,-0.100168,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2022-07-25,30,-1.040722,136.0123,0.015300,-0.000560,-0.000260,-0.022413,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2022-07-26,31,-1.030773,135.4943,0.015300,-0.007025,-0.007025,-0.117310,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2022-07-27,32,-1.674884,134.8727,0.015300,0.011005,0.011005,0.127273,0,0,1,0,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-07-28,33,-1.532520,134.2670,0.022800,-0.012263,0.010237,-0.008065,0,0,1,0,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2022-07-29,34,-1.740059,133.6873,0.022700,0.003250,0.002950,0.039102,0,0,1,0,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-08-01,35,-1.491510,133.2457,0.022800,-0.003881,-0.003581,0.012295,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-08-02,36,-0.986436,132.9230,0.023000,-0.005221,-0.004621,0.036069,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-08-03,37,-1.401818,132.6597,0.022900,0.009069,0.008769,0.132860,0,0,1,0,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-08-04,38,-1.481549,132.4793,0.022900,0.002684,0.002684,0.020696,0,0,1,0,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-08-05,39,-1.363518,132.3320,0.022800,-0.004799,-0.005099,0.026114,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-08-08,40,-1.273725,132.0287,0.022800,0.000897,0.000897,0.044910,0,0,1,0,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-08-09,41,-1.215764,131.6920,0.022900,-0.007725,-0.007425,-0.066476,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2022-08-10,42,-1.791573,131.1863,0.022800,0.015262,0.014962,0.128913,0,0,1,0,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-08-11,43,-2.018555,130.3733,0.022800,-0.005719,-0.005719,0.005166,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-08-12,44,-2.276365,129.1103,0.022800,0.008947,0.008947,0.060049,0,0,1,0,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-08-15,45,-1.807690,128.0987,0.022900,-0.002073,-0.001773,-0.019648,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2022-08-16,46,-1.621079,126.7877,0.022900,-0.004695,-0.004695,0.038782,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-08-17,47,-1.576877,125.6730,0.022900,-0.010328,-0.010328,-0.063142,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2022-08-18,48,-1.428226,124.6913,0.022800,0.001846,0.001546,-0.043862,0,0,1,0,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2022-08-19,49,-1.210155,123.9767,0.022800,-0.010162,-0.010162,-0.135105,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2022-08-22,50,-0.480156,123.5823,0.022800,-0.011306,-0.011306,-0.046248,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2022-08-23,51,-0.614329,123.1070,0.022700,0.002797,0.002497,-0.005765,0,0,1,0,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2022-08-24,52,-0.667060,123.0080,0.022700,0.001180,0.001180,0.031037,0,0,1,0,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-08-25,53,-1.090693,122.6270,0.022800,0.009129,0.009429,0.033080,0,0,1,0,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-08-26,54,-1.301770,122.3970,0.022800,-0.016476,-0.016476,-0.213256,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2022-08-29,55,-0.854335,122.4787,0.022800,-0.003825,-0.003825,-0.023606,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2022-08-30,56,-1.010407,122.5783,0.022900,-0.007980,-0.007680,-0.018758,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2022-08-31,57,-1.192436,122.6430,0.022900,-0.005471,-0.005471,-0.004673,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2022-09-01,58,-1.084567,122.8240,0.022900,-0.002281,-0.002281,-0.011524,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2022-09-02,59,-1.450031,122.7247,0.022900,-0.000672,-0.000672,-0.030656,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2022-09-05,60,-1.450031,122.4730,0.022900,0.000000,0.000000,0.000000,0,0,1,0,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
